RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01
275492,Southwest,Arlington,TX,Dallas-Fort Worth,Tarrant,114,135300,136800,137700,138100,139400,141300,142200,143300,144300,144800,143500,141900,141400
117183,Palms,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,115,803200,803500,805400,811000,816400,818700,818600,821800,828100,833700,842700,853800,861000
117224,Parkway,Sacramento,CA,Sacramento,Sacramento,116,162400,163800,168800,175200,179800,182800,184700,185900,186600,189900,194500,197300,198000
268581,West Adams,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,117,581900,594600,611500,618300,619300,624400,628200,628900,632100,638200,643400,646700,646100
276450,Mid City West,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,118,1042100,1045700,1048300,1058600,1070900,1074000,1069300,1068000,1073100,1099500,1120500,1115900,1104300
51906,Encino,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,119,527500,532800,538100,542100,544600,543700,541600,543100,546700,548900,550600,555300,560700
48200,Valencia,Santa Clarita,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,120,388200,390800,394700,397200,399000,402500,406000,409200,412700,415300,416600,418700,421300
46736,Newbury Park,Thousand Oaks,CA,Ventura,Ventura,121,338100,343300,349400,357600,363100,361600,360400,363000,361600,362300,368400,374900,378100
195133,Greenwich Village,New York,NY,New York,New York,122,1910800,1900300,1931200,1990300,2043000,2116900,2175200,2161800,2090600,2037400,1992800,1982400,1998700
275127,Rancho Bernardo,San Diego,CA,San Diego,San Diego,123,422800,423700,425300,430700,438200,441900,442500,444300,446700,452300,460600,467300,470700
114914,El Sereno,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,124,438700,443600,447800,452000,456000,460700,464700,467900,472700,479600,487400,493800,496300
269588,Jefferson Park,Chicago,IL,Chicago,Cook,125,166700,168400,170200,171700,172600,172500,172500,173300,173900,173400,171600,169500,168800
272756,Almaden Valley,San Jose,CA,San Jose,Santa Clara,126,649900,662300,668400,675000,679800,683500,689800,704600,720900,739100,757600,773000,778900
269228,Alameda - West Flagler,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,127,257900,263700,265900,265200,265400,266600,266600,267700,271100,274800,276600,277800,278500
268621,Briargate,Colorado Springs,CO,Colorado Springs,El Paso,128,217000,219000,220900,222300,224000,226000,227900,229500,231300,232800,234000,235800,237700
275083,Portage Park,Chicago,IL,Chicago,Cook,129,221200,222600,225200,227800,229700,229300,226800,224700,223200,223100,224000,225200,226700
123423,Allapattah,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,130,141800,142900,143800,145100,147900,149500,150400,152200,154300,154700,154400,153800,153400
275470,Southeast Anaheim,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange,131,466000,466900,464600,463100,466200,471900,476200,477700,478100,479200,482900,488300,491900
247145,Salem,Virginia Beach,VA,Virginia Beach,Virginia Beach City,132,130800,131700,131800,131700,132800,134000,134100,133400,132400,132300,133600,134400,134300
